Latitude (decimal degrees):	22.214
Longitude (decimal degrees):	77.492
Elevation (m):	532
Radiation database:	PVGIS-SARAH


Slope: 26 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20140115:1348,0.0,0.0,0.0,0.0,0.0,20.69,1.65,0.0
20140115:1448,0.0,0.0,0.0,0.0,0.0,19.44,1.9,0.0
20140115:1548,0.0,0.0,0.0,0.0,0.0,18.86,1.68,0.0
20140115:1648,0.0,0.0,0.0,0.0,0.0,18.27,1.45,0.0
20140115:1748,0.0,0.0,0.0,0.0,0.0,17.68,1.23,0.0
20140115:1848,0.0,0.0,0.0,0.0,0.0,17.39,1.5,0.0
20140115:1948,0.0,0.0,0.0,0.0,0.0,17.1,1.78,0.0
20140115:2048,0.0,0.0,0.0,0.0,0.0,16.8,2.06,0.0
20140115:2148,0.0,0.0,0.0,0.0,0.0,16.53,2.13,0.0
20140115:2248,0.0,0.0,0.0,0.0,0.0,16.26,2.21,0.0
20140115:2348,0.0,0.0,0.0,0.0,0.0,15.99,2.29,0.0
20140116:0048,0.0,0.0,0.0,0.0,0.0,16.24,2.77,0.0
20140116:0148,1910.0,0.0,10.09,0.11,2.6,16.49,3.26,0.0
20140116:0248,49510.0,1.83,73.28,0.79,14.96,16.73,3.74,0.0
20140116:0348,156550.0,19.58,182.86,2.06,26.36,18.66,3.15,0.0
20140116:0448,387110.0,176.52,305.84,4.3,36.18,20.58,2.57,0.0
20140116:0548,663380.0,599.89,261.24,6.83,43.42,22.5,1.99,0.0
20140116:0648,711170.0,692.44,246.74,7.49,46.74,23.17,1.73,0.0
20140116:0748,660750.0,602.47,269.4,7.06,45.27,23.83,1.48,0.0
20140116:0848,619770.0,609.95,206.92,6.46,39.41,24.5,1.23,0.0
20140116:0948,474740.0,413.29,197.0,4.78,30.45,24.07,1.38,0.0
20140116:1048,309390.0,262.77,136.2,2.93,19.58,23.63,1.53,0.0
20140116:1148,23910.0,0.0,44.01,0.49,7.54,23.19,1.68,0.0
20140116:1248,0.0,0.0,0.0,0.0,0.0,21.64,1.84,0.0
20140116:1348,0.0,0.0,0.0,0.0,0.0,20.09,2.0,0.0
20140116:1448,0.0,0.0,0.0,0.0,0.0,18.54,2.17,0.0
20140116:1548,0.0,0.0,0.0,0.0,0.0,18.28,2.06,0.0
20140116:1648,0.0,0.0,0.0,0.0,0.0,18.02,1.95,0.0
20140116:1748,0.0,0.0,0.0,0.0,0.0,17.76,1.85,0.0
20140116:1848,0.0,0.0,0.0,0.0,0.0,17.76,2.19,0.0
20140116:1948,0.0,0.0,0.0,0.0,0.0,17.77,2.54,0.0
20140116:2048,0.0,0.0,0.0,0.0,0.0,17.77,2.88,0.0
20140116:2148,0.0,0.0,0.0,0.0,0.0,17.8,2.53,0.0
20140116:2248,0.0,0.0,0.0,0.0,0.0,17.82,2.18,0.0
20140116:2348,0.0,0.0,0.0,0.0,0.0,17.85,1.83,0.0
20140117:0048,0.0,0.0,0.0,0.0,0.0,18.63,2.21,0.0
20140117:0148,2790.0,0.0,11.92,0.13,2.61,19.41,2.59,0.0
20140117:0248,183490.0,111.24,126.53,1.77,14.99,20.19,2.97,0.0
20140117:0348,466820.0,405.45,174.23,4.19,26.42,21.96,4.04,0.0
20140117:0448,609710.0,546.38,217.53,5.85,36.29,23.73,5.12,0.0
20140117:0548,729320.0,718.62,207.02,7.22,43.57,25.49,6.19,0.0
20140117:0648,537430.0,299.7,377.32,5.97,46.93,25.96,6.22,0.0
20140117:0748,519620.0,288.18,367.14,5.8,45.47,26.43,6.24,0.0
20140117:0848,181800.0,6.6,233.13,2.53,39.61,26.9,6.26,0.0
20140117:0948,334670.0,166.95,256.71,3.75,30.64,26.15,5.11,0.0
20140117:1048,45810.0,0.0,73.07,0.78,19.75,25.39,3.96,0.0
20140117:1148,2230.0,0.0,11.0,0.12,7.7,24.63,2.81,0.0
20140117:1248,0.0,0.0,0.0,0.0,0.0,23.35,2.38,0.0
20140117:1348,0.0,0.0,0.0,0.0,0.0,22.07,1.94,0.0
20140117:1448,0.0,0.0,0.0,0.0,0.0,20.79,1.5,0.0
20140117:1548,0.0,0.0,0.0,0.0,0.0,20.02,1.74,0.0
20140117:1648,0.0,0.0,0.0,0.0,0.0,19.25,1.97,0.0
20140117:1748,0.0,0.0,0.0,0.0,0.0,18.48,2.21,0.0
20140117:1848,0.0,0.0,0.0,0.0,0.0,17.96,2.34,0.0
20140117:1948,0.0,0.0,0.0,0.0,0.0,17.45,2.48,0.0
20140117:2048,0.0,0.0,0.0,0.0,0.0,16.93,2.62,0.0
20140117:2148,0.0,0.0,0.0,0.0,0.0,16.63,2.31,0.0
20140117:2248,0.0,0.0,0.0,0.0,0.0,16.33,2.0,0.0
20140117:2348,0.0,0.0,0.0,0.0,0.0,16.03,1.7,0.0
20140118:0048,0.0,0.0,0.0,0.0,0.0,16.38,1.79,0.0
20140118:0148,2850.0,0.0,11.92,0.13,2.63,16.73,1.88,0.0
20140118:0248,97360.0,25.42,107.43,1.25,15.03,17.08,1.97,0.0
20140118:0348,137770.0,10.48,170.18,1.88,26.49,18.27,2.16,0.0
20140118:0448,389690.0,177.08,306.64,4.32,36.39,19.46,2.35,0.0
20140118:0548,399290.0,141.02,358.08,4.7,43.72,20.65,2.54,0.0
20140118:0648,393560.0,118.84,376.56,4.79,47.13,21.45,2.28,0.0
20140118:0748,664920.0,580.27,281.91,7.04,45.69,22.26,2.02,0.0
20140118:0848,452200.0,250.09,325.88,5.09,39.82,23.06,1.77,0.0
20140118:0948,405840.0,270.03,243.16,4.28,30.84,22.51,1.8,0.0
20140118:1048,266830.0,183.75,157.63,2.69,19.93,21.96,1.84,0.0
20140118:1148,24830.0,0.0,44.93,0.5,7.86,21.4,1.88,0.0
20140118:1248,0.0,0.0,0.0,0.0,0.0,19.99,2.06,0.0
20140118:1348,0.0,0.0,0.0,0.0,0.0,18.58,2.23,0.0
20140118:1448,0.0,0.0,0.0,0.0,0.0,17.17,2.41,0.0
20140118:1548,0.0,0.0,0.0,0.0,0.0,16.59,2.36,0.0
20140118:1648,0.0,0.0,0.0,0.0,0.0,16.0,2.31,0.0
20140118:1748,0.0,0.0,0.0,0.0,0.0,15.42,2.26,0.0
20140118:1848,0.0,0.0,0.0,0.0,0.0,15.07,2.59,0.0
20140118:1948,0.0,0.0,0.0,0.0,0.0,14.72,2.92,0.0
20140118:2048,0.0,0.0,0.0,0.0,0.0,14.37,3.26,0.0
20140118:2148,0.0,0.0,0.0,0.0,0.0,14.17,3.2,0.0
20140118:2248,0.0,0.0,0.0,0.0,0.0,13.97,3.14,0.0
20140118:2348,0.0,0.0,0.0,0.0,0.0,13.77,3.09,0.0
20140119:0048,0.0,0.0,0.0,0.0,0.0,14.54,3.12,0.0
20140119:0148,2880.0,0.0,11.92,0.13,2.65,15.31,3.15,0.0
20140119:0248,241820.0,180.8,121.81,2.04,15.07,16.07,3.19,0.0
20140119:0348,316660.0,164.2,225.6,3.27,26.56,17.96,2.85,0.0
20140119:0448,197450.0,13.8,238.8,2.64,36.51,19.85,2.51,0.0
20140119:0548,562340.0,376.98,338.99,6.05,43.88,21.73,2.17,0.0
20140119:0648,388230.0,114.67,376.92,4.77,47.33,22.24,2.03,0.0
20140119:0748,663400.0,581.52,282.75,7.07,45.91,22.74,1.89,0.0
20140119:0848,637920.0,627.5,202.1,6.59,40.04,23.25,1.75,0.0
20140119:0948,501460.0,453.93,184.88,4.99,31.03,22.71,1.73,0.0
20140119:1048,310200.0,254.05,142.28,2.97,20.11,22.17,1.71,0.0
20140119:1148,25480.0,0.0,45.84,0.51,8.02,21.63,1.7,0.0
20140119:1248,0.0,0.0,0.0,0.0,0.0,20.48,2.08,0.0
20140119:1348,0.0,0.0,0.0,0.0,0.0,19.33,2.46,0.0
20140119:1448,0.0,0.0,0.0,0.0,0.0,18.17,2.84,0.0
20140119:1548,0.0,0.0,0.0,0.0,0.0,17.81,2.69,0.0
20140119:1648,0.0,0.0,0.0,0.0,0.0,17.44,2.53,0.0
20140119:1748,0.0,0.0,0.0,0.0,0.0,17.08,2.37,0.0
20140119:1848,0.0,0.0,0.0,0.0,0.0,16.84,2.42,0.0
20140119:1948,0.0,0.0,0.0,0.0,0.0,16.61,2.47,0.0
20140119:2048,0.0,0.0,0.0,0.0,0.0,16.37,2.52,0.0
20140119:2148,0.0,0.0,0.0,0.0,0.0,16.25,2.61,0.0
20140119:2248,0.0,0.0,0.0,0.0,0.0,16.13,2.69,0.0
20140119:2348,0.0,0.0,0.0,0.0,0.0,16.01,2.77,0.0
20140120:0048,0.0,0.0,0.0,0.0,0.0,16.68,2.86,0.0
20140120:0148,2840.0,0.0,11.92,0.13,2.67,17.35,2.94,0.0
20140120:0248,83220.0,16.2,100.12,1.14,15.12,18.02,3.02,0.0
20140120:0348,472500.0,413.67,171.74,4.25,26.64,19.96,2.99,0.0
20140120:0448,628250.0,604.28,191.81,6.06,36.63,21.9,2.96,0.0
20140120:0548,724430.0,749.58,192.07,7.36,44.05,23.84,2.92,0.0
20140120:0648,637800.0,497.96,329.92,6.9,47.53,24.65,2.65,0.0
20140120:0748,609790.0,468.77,325.7,6.67,46.13,25.45,2.38,0.0
20140120:0848,357870.0,129.61,331.3,4.37,40.25,26.26,2.11,0.0
20140120:0948,295770.0,120.53,260.38,3.52,31.23,25.72,1.91,0.0
20140120:1048,13350.0,0.0,29.42,0.31,20.28,25.18,1.71,0.0
20140120:1148,25750.0,0.0,46.76,0.52,8.18,24.64,1.5,0.0
20140120:1248,0.0,0.0,0.0,0.0,0.0,23.31,1.69,0.0
20140120:1348,0.0,0.0,0.0,0.0,0.0,21.97,1.87,0.0
20140120:1448,0.0,0.0,0.0,0.0,0.0,20.63,2.06,0.0
20140120:1548,0.0,0.0,0.0,0.0,0.0,20.39,2.09,0.0
20140120:1648,0.0,0.0,0.0,0.0,0.0,20.14,2.13,0.0
20140120:1748,0.0,0.0,0.0,0.0,0.0,19.89,2.17,0.0
20140120:1848,0.0,0.0,0.0,0.0,0.0,19.73,2.48,0.0
20140120:1948,0.0,0.0,0.0,0.0,0.0,19.57,2.8,0.0
20140120:2048,0.0,0.0,0.0,0.0,0.0,19.41,3.12,0.0
20140120:2148,0.0,0.0,0.0,0.0,0.0,19.31,3.49,0.0
20140120:2248,0.0,0.0,0.0,0.0,0.0,19.2,3.87,0.0
20140120:2348,0.0,0.0,0.0,0.0,0.0,19.09,4.25,0.0
20140121:0048,0.0,0.0,0.0,0.0,0.0,19.77,4.41,0.0
20140121:0148,0.0,0.0,3.67,0.04,2.7,20.45,4.58,0.0
20140121:0248,40800.0,0.0,65.48,0.7,15.17,21.13,4.74,0.0
20140121:0348,219010.0,63.77,215.12,2.64,26.73,22.63,4.95,0.0
20140121:0448,78340.0,0.0,112.93,1.21,36.75,24.13,5.15,0.0
20140121:0548,258820.0,27.75,303.96,3.43,44.22,25.62,5.35,0.0
20140121:0648,203130.0,3.89,261.31,2.82,47.75,25.83,4.78,0.0
20140121:0748,536150.0,316.49,367.09,6.02,46.36,26.04,4.21,0.0
20140121:0848,495810.0,313.32,319.39,5.47,40.48,26.25,3.64,0.0
20140121:0948,347450.0,180.82,261.57,3.91,31.44,25.35,2.86,0.0
20140121:1048,62550.0,0.0,93.95,1.0,20.47,24.44,2.07,0.0
20140121:1148,2710.0,0.0,11.92,0.13,8.35,23.53,1.28,0.0
20140121:1248,0.0,0.0,0.0,0.0,0.0,22.44,1.43,0.0
20140121:1348,0.0,0.0,0.0,0.0,0.0,21.35,1.59,0.0
20140121:1448,0.0,0.0,0.0,0.0,0.0,20.25,1.74,0.0
20140121:1548,0.0,0.0,0.0,0.0,0.0,19.77,1.67,0.0
20140121:1648,0.0,0.0,0.0,0.0,0.0,19.29,1.61,0.0
20140121:1748,0.0,0.0,0.0,0.0,0.0,18.81,1.54,0.0
20140121:1848,0.0,0.0,0.0,0.0,0.0,18.7,1.59,0.0
20140121:1948,0.0,0.0,0.0,0.0,0.0,18.6,1.63,0.0
20140121:2048,0.0,0.0,0.0,0.0,0.0,18.49,1.67,0.0
20140121:2148,0.0,0.0,0.0,0.0,0.0,18.09,1.77,0.0
20140121:2248,0.0,0.0,0.0,0.0,0.0,17.69,1.86,0.0
20140121:2348,0.0,0.0,0.0,0.0,0.0,17.29,1.96,0.0
20140122:0048,0.0,0.0,0.0,0.0,0.0,18.28,2.49,0.0
20140122:0148,3290.0,0.0,12.84,0.14,2.73,19.27,3.02,0.0
20140122:0248,254090.0,204.88,118.36,2.14,15.23,20.26,3.54,0.0
20140122:0348,470710.0,415.35,170.08,4.27,26.82,21.97,3.81,0.0
20140122:0448,644420.0,640.75,175.11,6.2,36.89,23.67,4.08,0.0
20140122:0548,503400.0,276.78,360.87,5.63,44.4,25.37,4.34,0.0
20140122:0648,646630.0,499.52,331.52,6.96,47.97,25.51,4.05,0.0
20140122:0748,484840.0,239.68,377.8,5.62,46.6,25.65,3.75,0.0
20140122:0848,105410.0,0.0,147.09,1.57,40.7,25.79,3.45,0.0
20140122:0948,223050.0,47.06,242.03,2.88,31.64,25.04,2.74,0.0
20140122:1048,118770.0,18.99,143.75,1.64,20.65,24.28,2.02,0.0
20140122:1148,26580.0,0.0,47.68,0.53,8.51,23.52,1.31,0.0
20140122:1248,0.0,0.0,0.0,0.0,0.0,21.94,1.25,0.0
20140122:1348,0.0,0.0,0.0,0.0,0.0,20.36,1.19,0.0
20140122:1448,0.0,0.0,0.0,0.0,0.0,18.78,1.13,0.0
20140122:1548,0.0,0.0,0.0,0.0,0.0,18.3,1.45,0.0
20140122:1648,0.0,0.0,0.0,0.0,0.0,17.82,1.77,0.0
20140122:1748,0.0,0.0,0.0,0.0,0.0,17.34,2.08,0.0
20140122:1848,0.0,0.0,0.0,0.0,0.0,17.08,1.87,0.0
20140122:1948,0.0,0.0,0.0,0.0,0.0,16.82,1.65,0.0
20140122:2048,0.0,0.0,0.0,0.0,0.0,16.55,1.43,0.0
20140122:2148,0.0,0.0,0.0,0.0,0.0,16.5,1.55,0.0
20140122:2248,0.0,0.0,0.0,0.0,0.0,16.45,1.67,0.0
20140122:2348,0.0,0.0,0.0,0.0,0.0,16.4,1.79,0.0
20140123:0048,0.0,0.0,0.0,0.0,0.0,17.01,1.94,0.0
20140123:0148,270.0,0.0,6.42,0.07,2.77,17.63,2.09,0.0
20140123:0248,164020.0,86.83,126.17,1.69,15.3,18.24,2.23,0.0
20140123:0348,283020.0,126.67,226.96,3.1,26.92,19.23,1.9,0.0
20140123:0448,583650.0,507.89,235.02,5.82,37.02,20.21,1.57,0.0
20140123:0548,600940.0,458.83,318.52,6.46,44.59,21.19,1.24,0.0
20140123:0648,550030.0,329.19,378.98,6.24,48.19,21.15,1.16,0.0
20140123:0748,610130.0,461.43,331.55,6.71,46.84,21.11,1.08,0.0
20140123:0848,429490.0,207.68,338.16,4.97,40.93,21.07,0.99,0.0
20140123:0948,228220.0,46.88,243.88,2.9,31.85,20.33,1.43,0.0
20140123:1048,15100.0,0.0,31.32,0.33,20.83,19.59,1.87,0.0
20140123:1148,1870.0,0.0,10.09,0.11,8.67,18.85,2.3,0.0
20140123:1248,0.0,0.0,0.0,0.0,0.0,17.88,2.34,0.0
20140123:1348,0.0,0.0,0.0,0.0,0.0,16.91,2.39,0.0
20140123:1448,0.0,0.0,0.0,0.0,0.0,15.93,2.43,0.0
20140123:1548,0.0,0.0,0.0,0.0,0.0,15.84,2.21,0.0
20140123:1648,0.0,0.0,0.0,0.0,0.0,15.75,2.0,0.0
20140123:1748,0.0,0.0,0.0,0.0,0.0,15.66,1.78,0.0
20140123:1848,0.0,0.0,0.0,0.0,0.0,15.68,1.6,0.0
20140123:1948,0.0,0.0,0.0,0.0,0.0,15.71,1.43,0.0
20140123:2048,0.0,0.0,0.0,0.0,0.0,15.73,1.26,0.0
20140123:2148,0.0,0.0,0.0,0.0,0.0,15.8,1.09,0.0
20140123:2248,0.0,0.0,0.0,0.0,0.0,15.86,0.92,0.0
20140123:2348,0.0,0.0,0.0,0.0,0.0,15.93,0.76,0.0
20140124:0048,0.0,0.0,0.0,0.0,0.0,16.35,0.84,0.0
20140124:0148,640.0,0.0,7.33,0.08,2.82,16.78,0.91,0.0
20140124:0248,38440.0,0.0,61.68,0.66,15.37,17.2,0.99,0.0
20140124:0348,50590.0,0.0,76.87,0.82,27.02,17.56,0.97,0.0
20140124:0448,52820.0,0.0,79.71,0.85,37.17,17.91,0.95,0.0
20140124:0548,38980.0,0.0,62.63,0.67,44.78,18.26,0.92,0.0
20140124:0648,110460.0,0.0,148.99,1.59,48.42,18.26,1.26,0.0
20140124:0748,98570.0,0.0,134.75,1.44,47.08,18.26,1.59,0.0
20140124:0848,517190.0,323.55,321.54,5.6,41.16,18.26,1.92,0.0
20140124:0948,82080.0,0.0,114.83,1.23,32.06,17.76,1.82,0.0
20140124:1048,43790.0,0.0,68.33,0.73,21.02,17.26,1.71,0.0
20140124:1148,17890.0,0.0,34.84,0.39,8.84,16.76,1.61,0.0
20140124:1248,0.0,0.0,0.0,0.0,0.0,16.16,1.7,0.0
20140124:1348,0.0,0.0,0.0,0.0,0.0,15.56,1.78,0.0
20140124:1448,0.0,0.0,0.0,0.0,0.0,14.95,1.86,0.0
20140124:1548,0.0,0.0,0.0,0.0,0.0,14.86,1.86,0.0
20140124:1648,0.0,0.0,0.0,0.0,0.0,14.76,1.85,0.0
20140124:1748,0.0,0.0,0.0,0.0,0.0,14.66,1.85,0.0
20140124:1848,0.0,0.0,0.0,0.0,0.0,14.57,1.81,0.0
20140124:1948,0.0,0.0,0.0,0.0,0.0,14.49,1.77,0.0
20140124:2048,0.0,0.0,0.0,0.0,0.0,14.4,1.74,0.0
20140124:2148,0.0,0.0,0.0,0.0,0.0,14.36,1.85,0.0
20140124:2248,0.0,0.0,0.0,0.0,0.0,14.31,1.96,0.0
20140124:2348,0.0,0.0,0.0,0.0,0.0,14.26,2.07,0.0
20140125:0048,0.0,0.0,0.0,0.0,0.0,14.99,2.33,0.0
20140125:0148,2870.0,0.0,11.92,0.13,2.86,15.72,2.58,0.0
20140125:0248,232150.0,166.45,125.61,2.05,15.44,16.45,2.84,0.0
20140125:0348,452390.0,369.91,187.81,4.18,27.12,18.34,2.51,0.0
20140125:0448,621930.0,585.01,203.33,6.1,37.32,20.23,2.19,0.0
20140125:0548,715020.0,728.5,207.28,7.42,44.97,22.12,1.86,0.0
20140125:0648,756350.0,807.95,195.22,8.05,48.66,22.74,1.8,0.0
20140125:0748,738890.0,795.3,185.5,7.9,47.33,23.36,1.73,0.0
20140125:0848,669820.0,717.42,162.67,7.03,41.4,23.98,1.67,0.0
20140125:0948,540060.0,533.09,156.59,5.4,32.27,23.4,2.1,0.0
20140125:1048,354470.0,327.33,123.51,3.36,21.2,22.81,2.53,0.0
20140125:1148,27490.0,0.0,48.59,0.54,9.0,22.22,2.97,0.0
20140125:1248,0.0,0.0,0.0,0.0,0.0,20.79,2.88,0.0
20140125:1348,0.0,0.0,0.0,0.0,0.0,19.36,2.79,0.0
20140125:1448,0.0,0.0,0.0,0.0,0.0,17.93,2.7,0.0
20140125:1548,0.0,0.0,0.0,0.0,0.0,17.53,2.78,0.0
20140125:1648,0.0,0.0,0.0,0.0,0.0,17.12,2.85,0.0
20140125:1748,0.0,0.0,0.0,0.0,0.0,16.71,2.92,0.0
20140125:1848,0.0,0.0,0.0,0.0,0.0,16.26,2.57,0.0
20140125:1948,0.0,0.0,0.0,0.0,0.0,15.81,2.22,0.0
20140125:2048,0.0,0.0,0.0,0.0,0.0,15.35,1.86,0.0
20140125:2148,0.0,0.0,0.0,0.0,0.0,15.03,1.76,0.0
20140125:2248,0.0,0.0,0.0,0.0,0.0,14.7,1.66,0.0
20140125:2348,0.0,0.0,0.0,0.0,0.0,14.37,1.56,0.0
20140126:0048,0.0,0.0,0.0,0.0,0.0,15.33,1.82,0.0
20140126:0148,3350.0,0.0,12.84,0.14,2.92,16.3,2.07,0.0
20140126:0248,168220.0,88.83,128.2,1.73,15.52,17.26,2.33,0.0
20140126:0348,290220.0,131.09,230.2,3.17,27.24,19.14,2.37,0.0
20140126:0448,561400.0,449.27,258.87,5.68,37.47,21.02,2.4,0.0
20140126:0548,724490.0,743.5,200.52,7.49,45.18,22.89,2.44,0.0
20140126:0648,767050.0,825.08,187.25,8.13,48.91,23.55,2.38,0.0
20140126:0748,726440.0,739.6,216.8,7.77,47.59,24.2,2.32,0.0
20140126:0848,666710.0,693.37,177.88,7.0,41.64,24.86,2.26,0.0
20140126:0948,556290.0,576.07,135.55,5.56,32.48,24.19,2.42,0.0
20140126:1048,357990.0,335.41,121.25,3.41,21.39,23.51,2.57,0.0
20140126:1148,30880.0,0.0,53.18,0.59,9.17,22.83,2.73,0.0
20140126:1248,0.0,0.0,0.0,0.0,0.0,21.28,2.56,0.0
20140126:1348,0.0,0.0,0.0,0.0,0.0,19.73,2.39,0.0
20140126:1448,0.0,0.0,0.0,0.0,0.0,18.17,2.22,0.0
20140126:1548,0.0,0.0,0.0,0.0,0.0,17.62,2.22,0.0
20140126:1648,0.0,0.0,0.0,0.0,0.0,17.06,2.22,0.0
20140126:1748,0.0,0.0,0.0,0.0,0.0,16.51,2.22,0.0
20140126:1848,0.0,0.0,0.0,0.0,0.0,16.06,2.18,0.0
20140126:1948,0.0,0.0,0.0,0.0,0.0,15.62,2.14,0.0
20140126:2048,0.0,0.0,0.0,0.0,0.0,15.17,2.1,0.0
20140126:2148,0.0,0.0,0.0,0.0,0.0,14.84,2.01,0.0
20140126:2248,0.0,0.0,0.0,0.0,0.0,14.51,1.92,0.0
20140126:2348,0.0,0.0,0.0,0.0,0.0,14.18,1.83,0.0
20140127:0048,0.0,0.0,0.0,0.0,0.0,14.95,1.93,0.0
20140127:0148,4410.0,0.0,14.67,0.16,2.97,15.72,2.03,0.0
20140127:0248,274160.0,230.23,113.88,2.27,15.6,16.48,2.12,0.0
20140127:0348,503190.0,475.85,147.24,4.53,27.35,18.37,2.33,0.0
20140127:0448,661730.0,682.61,156.05,6.43,37.63,20.26,2.54,0.0
20140127:0548,749870.0,802.61,169.2,7.69,45.39,22.15,2.74,0.0
20140127:0648,790330.0,872.75,161.17,8.29,49.15,22.83,2.86,0.0
20140127:0748,760100.0,813.89,177.2,8.01,47.85,23.5,2.97,0.0
20140127:0848,677140.0,695.07,177.57,7.03,41.88,24.18,3.09,0.0
20140127:0948,562470.0,577.78,135.24,5.59,32.7,23.36,2.9,0.0
20140127:1048,372180.0,360.4,111.6,3.51,21.58,22.54,2.71,0.0
20140127:1148,28250.0,0.0,49.51,0.55,9.33,21.71,2.52,0.0
20140127:1248,0.0,0.0,0.0,0.0,0.0,20.12,2.55,0.0
20140127:1348,0.0,0.0,0.0,0.0,0.0,18.53,2.58,0.0
20140127:1448,0.0,0.0,0.0,0.0,0.0,16.93,2.61,0.0
20140127:1548,0.0,0.0,0.0,0.0,0.0,16.19,2.64,0.0
20140127:1648,0.0,0.0,0.0,0.0,0.0,15.44,2.67,0.0
20140127:1748,0.0,0.0,0.0,0.0,0.0,14.69,2.7,0.0
20140127:1848,0.0,0.0,0.0,0.0,0.0,14.04,2.63,0.0
20140127:1948,0.0,0.0,0.0,0.0,0.0,13.4,2.55,0.0
20140127:2048,0.0,0.0,0.0,0.0,0.0,12.75,2.47,0.0
20140127:2148,0.0,0.0,0.0,0.0,0.0,12.36,2.34,0.0
20140127:2248,0.0,0.0,0.0,0.0,0.0,11.96,2.22,0.0
20140127:2348,0.0,0.0,0.0,0.0,0.0,11.56,2.1,0.0
20140128:0048,0.0,0.0,0.0,0.0,0.0,12.6,2.35,0.0
20140128:0148,4470.0,0.0,14.67,0.16,3.04,13.65,2.6,0.0
20140128:0248,294320.0,258.01,106.48,2.36,15.69,14.69,2.86,0.0
20140128:0348,520680.0,504.28,133.74,4.62,27.48,16.92,2.78,0.0
20140128:0448,667720.0,683.14,156.96,6.46,37.79,19.15,2.7,0.0
20140128:0548,723780.0,718.65,213.92,7.46,45.6,21.37,2.62,0.0
20140128:0648,765700.0,797.77,204.32,8.11,49.41,22.2,2.43,0.0
20140128:0748,736840.0,757.1,209.79,7.88,48.12,23.04,2.23,0.0
20140128:0848,604040.0,519.03,262.62,6.49,42.13,23.87,2.04,0.0
20140128:0948,548560.0,550.55,150.3,5.54,32.91,22.94,1.93,0.0
20140128:1048,362840.0,339.94,121.87,3.48,21.77,22.01,1.82,0.0
20140128:1148,28330.0,0.0,49.51,0.55,9.5,21.08,1.71,0.0
20140128:1248,0.0,0.0,0.0,0.0,0.0,19.02,2.11,0.0
20140128:1348,0.0,0.0,0.0,0.0,0.0,16.95,2.52,0.0
20140128:1448,0.0,0.0,0.0,0.0,0.0,14.88,2.92,0.0
20140128:1548,0.0,0.0,0.0,0.0,0.0,14.22,2.9,0.0
20140128:1648,0.0,0.0,0.0,0.0,0.0,13.55,2.87,0.0
20140128:1748,0.0,0.0,0.0,0.0,0.0,12.88,2.84,0.0
20140128:1848,0.0,0.0,0.0,0.0,0.0,12.49,2.86,0.0
20140128:1948,0.0,0.0,0.0,0.0,0.0,12.1,2.87,0.0
20140128:2048,0.0,0.0,0.0,0.0,0.0,11.71,2.88,0.0
20140128:2148,0.0,0.0,0.0,0.0,0.0,11.5,2.75,0.0
20140128:2248,0.0,0.0,0.0,0.0,0.0,11.28,2.62,0.0
20140128:2348,0.0,0.0,0.0,0.0,0.0,11.07,2.48,0.0
20140129:0048,0.0,0.0,0.0,0.0,0.0,12.35,2.59,0.0
20140129:0148,4470.0,0.0,14.67,0.16,3.1,13.63,2.69,0.0
20140129:0248,293680.0,258.04,106.14,2.37,15.78,14.9,2.8,0.0
20140129:0348,505230.0,477.74,146.66,4.57,27.6,17.53,2.12,0.0
20140129:0448,661280.0,710.43,141.88,6.55,37.96,20.16,1.44,0.0
20140129:0548,738530.0,865.36,134.4,7.91,45.82,22.78,0.76,0.0
20140129:0648,768700.0,893.46,151.59,8.42,49.67,23.32,1.03,0.0
20140129:0748,740400.0,818.19,177.81,8.09,48.38,23.87,1.29,0.0
20140129:0848,608790.0,542.88,253.69,6.6,42.38,24.41,1.56,0.0
20140129:0948,552280.0,562.75,145.72,5.61,33.13,23.54,1.89,0.0
20140129:1048,274140.0,176.67,173.55,2.91,21.96,22.67,2.22,0.0
20140129:1148,37420.0,0.0,61.43,0.68,9.66,21.8,2.55,0.0
20140129:1248,0.0,0.0,0.0,0.0,0.0,19.78,2.56,0.0
20140129:1348,0.0,0.0,0.0,0.0,0.0,17.76,2.57,0.0
20140129:1448,0.0,0.0,0.0,0.0,0.0,15.74,2.58,0.0
20140129:1548,0.0,0.0,0.0,0.0,0.0,15.16,2.68,0.0
20140129:1648,0.0,0.0,0.0,0.0,0.0,14.58,2.78,0.0
20140129:1748,0.0,0.0,0.0,0.0,0.0,14.0,2.88,0.0
20140129:1848,0.0,0.0,0.0,0.0,0.0,13.58,2.88,0.0
20140129:1948,0.0,0.0,0.0,0.0,0.0,13.16,2.87,0.0
20140129:2048,0.0,0.0,0.0,0.0,0.0,12.73,2.87,0.0
20140129:2148,0.0,0.0,0.0,0.0,0.0,12.47,2.67,0.0
20140129:2248,0.0,0.0,0.0,0.0,0.0,12.2,2.46,0.0
20140129:2348,0.0,0.0,0.0,0.0,0.0,11.93,2.26,0.0
20140130:0048,0.0,0.0,0.0,0.0,0.0,13.13,2.46,0.0
20140130:0148,4990.0,0.0,15.59,0.17,3.18,14.33,2.66,0.0
20140130:0248,294100.0,259.71,105.96,2.39,15.88,15.52,2.86,0.0
