Latitude (decimal degrees):	28.669
Longitude (decimal degrees):	77.414
Elevation (m):	202
Radiation database:	PVGIS-SARAH


Slope: 30 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160912:0950,459.72,369.37,240.57,7.8,40.29,33.0,2.33,0.0
20160912:1050,316.49,258.26,166.31,5.48,27.63,32.62,1.64,0.0
20160912:1150,122.18,82.02,103.11,2.51,14.57,32.23,0.95,0.0
20160912:1250,1.37,0.0,9.31,0.14,1.42,30.86,1.07,0.0
20160912:1350,0.0,0.0,0.0,0.0,0.0,29.49,1.18,0.0
20160912:1450,0.0,0.0,0.0,0.0,0.0,28.12,1.3,0.0
20160912:1550,0.0,0.0,0.0,0.0,0.0,27.76,1.47,0.0
20160912:1650,0.0,0.0,0.0,0.0,0.0,27.39,1.65,0.0
20160912:1750,0.0,0.0,0.0,0.0,0.0,27.03,1.82,0.0
20160912:1850,0.0,0.0,0.0,0.0,0.0,26.79,1.75,0.0
20160912:1950,0.0,0.0,0.0,0.0,0.0,26.55,1.67,0.0
20160912:2050,0.0,0.0,0.0,0.0,0.0,26.32,1.6,0.0
20160912:2150,0.0,0.0,0.0,0.0,0.0,26.08,1.54,0.0
20160912:2250,0.0,0.0,0.0,0.0,0.0,25.85,1.47,0.0
20160912:2350,0.0,0.0,0.0,0.0,0.0,25.62,1.41,0.0
20160913:0050,0.0,0.0,0.0,0.0,2.57,26.8,1.44,0.0
20160913:0150,103.33,61.5,94.24,2.25,15.72,27.98,1.47,0.0
20160913:0250,296.88,236.02,156.2,5.27,28.74,29.15,1.5,0.0
20160913:0350,465.36,405.39,205.6,7.95,41.31,30.24,1.86,0.0
20160913:0450,598.9,572.02,228.45,10.22,52.81,31.33,2.21,0.0
20160913:0550,680.33,681.21,242.55,11.67,61.78,32.42,2.57,0.0
20160913:0650,713.28,735.75,239.99,12.24,65.2,32.59,2.57,0.0
20160913:0750,683.07,678.81,251.1,11.65,61.02,32.76,2.58,0.0
20160913:0850,612.55,591.33,232.48,10.33,51.66,32.93,2.59,0.0
20160913:0950,482.67,429.52,211.84,8.1,40.0,32.42,2.04,0.0
20160913:1050,312.91,251.43,167.47,5.38,27.36,31.91,1.48,0.0
20160913:1150,125.03,90.46,99.07,2.54,14.31,31.4,0.92,0.0
20160913:1250,0.0,0.0,0.0,0.0,1.16,30.33,0.91,0.0
20160913:1350,0.0,0.0,0.0,0.0,0.0,29.25,0.89,0.0
20160913:1450,0.0,0.0,0.0,0.0,0.0,28.17,0.87,0.0
20160913:1550,0.0,0.0,0.0,0.0,0.0,27.7,1.13,0.0
20160913:1650,0.0,0.0,0.0,0.0,0.0,27.22,1.38,0.0
20160913:1750,0.0,0.0,0.0,0.0,0.0,26.75,1.64,0.0
20160913:1850,0.0,0.0,0.0,0.0,0.0,26.41,1.56,0.0
20160913:1950,0.0,0.0,0.0,0.0,0.0,26.07,1.49,0.0
20160913:2050,0.0,0.0,0.0,0.0,0.0,25.73,1.41,0.0
20160913:2150,0.0,0.0,0.0,0.0,0.0,25.57,1.37,0.0
20160913:2250,0.0,0.0,0.0,0.0,0.0,25.41,1.32,0.0
20160913:2350,0.0,0.0,0.0,0.0,0.0,25.25,1.28,0.0
20160914:0050,0.0,0.0,0.0,0.0,2.46,25.88,1.3,0.0
20160914:0150,104.27,61.41,94.45,2.24,15.61,26.52,1.32,0.0
20160914:0250,292.48,219.16,163.87,5.14,28.62,27.15,1.34,0.0
20160914:0350,458.21,383.0,217.44,7.8,41.16,28.67,1.31,0.0
20160914:0450,584.33,540.9,245.57,10.03,52.61,30.18,1.28,0.0
20160914:0550,660.41,655.42,256.99,11.5,61.48,31.69,1.26,0.0
20160914:0650,672.9,630.66,297.09,11.68,64.82,31.91,1.6,0.0
20160914:0750,609.99,480.44,346.99,10.53,60.64,32.12,1.95,0.0
20160914:0850,539.92,402.56,318.45,9.21,51.33,32.34,2.3,0.0
20160914:0950,484.43,428.47,211.28,8.05,39.7,31.76,2.29,0.0
20160914:1050,314.18,248.89,167.83,5.33,27.08,31.19,2.28,0.0
20160914:1150,117.07,74.63,101.36,2.36,14.04,30.61,2.26,0.0
20160914:1250,0.0,0.0,0.0,0.0,0.89,29.63,2.13,0.0
20160914:1350,0.0,0.0,0.0,0.0,0.0,28.65,2.0,0.0
20160914:1450,0.0,0.0,0.0,0.0,0.0,27.66,1.88,0.0
20160914:1550,0.0,0.0,0.0,0.0,0.0,27.13,1.84,0.0
20160914:1650,0.0,0.0,0.0,0.0,0.0,26.6,1.81,0.0
20160914:1750,0.0,0.0,0.0,0.0,0.0,26.08,1.78,0.0
20160914:1850,0.0,0.0,0.0,0.0,0.0,25.69,1.68,0.0
20160914:1950,0.0,0.0,0.0,0.0,0.0,25.3,1.58,0.0
20160914:2050,0.0,0.0,0.0,0.0,0.0,24.91,1.48,0.0
20160914:2150,0.0,0.0,0.0,0.0,0.0,24.71,1.42,0.0
20160914:2250,0.0,0.0,0.0,0.0,0.0,24.51,1.37,0.0
20160914:2350,0.0,0.0,0.0,0.0,0.0,24.32,1.31,0.0
20160915:0050,0.0,0.0,0.0,0.0,2.36,25.84,1.26,0.0
20160915:0150,107.82,69.93,92.11,2.31,15.51,27.35,1.2,0.0
20160915:0250,304.56,254.11,148.62,5.34,28.5,28.87,1.14,0.0
20160915:0350,469.27,421.5,198.84,7.99,41.01,30.03,1.25,0.0
20160915:0450,595.96,583.54,223.45,10.22,52.4,31.19,1.35,0.0
20160915:0550,671.84,694.24,235.41,11.65,61.18,32.35,1.45,0.0
20160915:0650,696.76,721.44,249.06,12.11,64.43,32.34,1.45,0.0
20160915:0750,678.8,702.98,237.98,11.7,60.26,32.33,1.45,0.0
20160915:0850,609.32,610.92,220.37,10.33,51.0,32.32,1.45,0.0
20160915:0950,480.96,442.97,202.98,8.08,39.4,31.79,0.98,0.0
20160915:1050,305.92,243.01,169.03,5.25,26.8,31.26,0.51,0.0
20160915:1150,118.55,82.15,98.29,2.39,13.78,30.73,0.04,0.0
20160915:1250,0.0,0.0,0.0,0.0,0.63,29.83,0.31,0.0
20160915:1350,0.0,0.0,0.0,0.0,0.0,28.92,0.57,0.0
20160915:1450,0.0,0.0,0.0,0.0,0.0,28.02,0.84,0.0
20160915:1550,0.0,0.0,0.0,0.0,0.0,27.4,0.89,0.0
20160915:1650,0.0,0.0,0.0,0.0,0.0,26.78,0.93,0.0
20160915:1750,0.0,0.0,0.0,0.0,0.0,26.17,0.98,0.0
20160915:1850,0.0,0.0,0.0,0.0,0.0,25.81,0.95,0.0
20160915:1950,0.0,0.0,0.0,0.0,0.0,25.45,0.92,0.0
20160915:2050,0.0,0.0,0.0,0.0,0.0,25.09,0.9,0.0
20160915:2150,0.0,0.0,0.0,0.0,0.0,24.91,0.91,0.0
20160915:2250,0.0,0.0,0.0,0.0,0.0,24.72,0.92,0.0
20160915:2350,0.0,0.0,0.0,0.0,0.0,24.53,0.94,0.0
20160916:0050,0.0,0.0,0.0,0.0,2.26,26.17,0.77,0.0
20160916:0150,106.2,68.96,91.35,2.27,15.41,27.81,0.61,0.0
20160916:0250,300.11,249.71,150.85,5.29,28.38,29.45,0.44,0.0
20160916:0350,463.8,422.67,198.29,7.97,40.86,30.76,0.63,0.0
20160916:0450,580.64,562.04,234.74,10.07,52.19,32.06,0.81,0.0
20160916:0550,661.96,693.67,235.87,11.61,60.87,33.37,0.99,0.0
20160916:0650,688.0,720.86,248.47,12.05,64.04,33.67,1.22,0.0
20160916:0750,672.32,701.3,238.43,11.64,59.88,33.97,1.45,0.0
20160916:0850,604.76,610.27,219.8,10.27,50.66,34.28,1.68,0.0
20160916:0950,474.77,433.07,206.24,7.97,39.1,33.77,1.48,0.0
20160916:1050,302.56,240.39,168.35,5.18,26.53,33.26,1.28,0.0
20160916:1150,108.57,67.98,98.59,2.21,13.51,32.75,1.08,0.0
20160916:1250,0.0,0.0,0.0,0.0,0.36,31.27,1.41,0.0
20160916:1350,0.0,0.0,0.0,0.0,0.0,29.78,1.74,0.0
20160916:1450,0.0,0.0,0.0,0.0,0.0,28.29,2.07,0.0
20160916:1550,0.0,0.0,0.0,0.0,0.0,27.63,1.98,0.0
20160916:1650,0.0,0.0,0.0,0.0,0.0,26.98,1.89,0.0
20160916:1750,0.0,0.0,0.0,0.0,0.0,26.32,1.79,0.0
20160916:1850,0.0,0.0,0.0,0.0,0.0,25.97,1.69,0.0
20160916:1950,0.0,0.0,0.0,0.0,0.0,25.62,1.58,0.0
20160916:2050,0.0,0.0,0.0,0.0,0.0,25.27,1.48,0.0
20160916:2150,0.0,0.0,0.0,0.0,0.0,25.01,1.37,0.0
20160916:2250,0.0,0.0,0.0,0.0,0.0,24.74,1.26,0.0
20160916:2350,0.0,0.0,0.0,0.0,0.0,24.47,1.16,0.0
20160917:0050,0.0,0.0,0.0,0.0,2.16,25.87,1.09,0.0
20160917:0150,106.92,68.93,91.58,2.25,15.3,27.28,1.01,0.0
20160917:0250,295.65,232.55,158.58,5.15,28.26,28.68,0.94,0.0
20160917:0350,459.4,398.91,210.18,7.8,40.7,29.92,0.94,0.0
20160917:0450,578.45,541.45,245.97,9.93,51.97,31.16,0.94,0.0
20160917:0550,642.52,618.91,276.08,11.2,60.56,32.4,0.94,0.0
20160917:0650,627.59,523.24,346.47,10.97,63.65,32.91,1.25,0.0
20160917:0750,655.75,637.03,271.82,11.27,59.49,33.42,1.56,0.0
20160917:0850,588.97,553.58,249.01,9.95,50.32,33.94,1.88,0.0
20160917:0950,456.21,383.8,228.44,7.65,38.8,33.47,1.5,0.0
20160917:1050,298.92,234.38,169.53,5.1,26.25,33.01,1.13,0.0
20160917:1150,105.45,64.52,97.66,2.15,13.24,32.54,0.76,0.0
20160917:1250,0.0,0.0,0.0,0.0,0.09,31.01,1.14,0.0
20160917:1350,0.0,0.0,0.0,0.0,0.0,29.48,1.53,0.0
20160917:1450,0.0,0.0,0.0,0.0,0.0,27.95,1.92,0.0
20160917:1550,0.0,0.0,0.0,0.0,0.0,27.54,1.89,0.0
20160917:1650,0.0,0.0,0.0,0.0,0.0,27.12,1.87,0.0
20160917:1750,0.0,0.0,0.0,0.0,0.0,26.71,1.85,0.0
20160917:1850,0.0,0.0,0.0,0.0,0.0,26.42,1.95,0.0
20160917:1950,0.0,0.0,0.0,0.0,0.0,26.13,2.05,0.0
20160917:2050,0.0,0.0,0.0,0.0,0.0,25.84,2.15,0.0
20160917:2150,0.0,0.0,0.0,0.0,0.0,25.69,2.07,0.0
20160917:2250,0.0,0.0,0.0,0.0,0.0,25.53,2.0,0.0
20160917:2350,0.0,0.0,0.0,0.0,0.0,25.37,1.92,0.0
20160918:0050,0.0,0.0,0.0,0.0,2.05,26.73,2.2,0.0
20160918:0150,105.75,66.9,91.71,2.21,15.19,28.08,2.48,0.0
20160918:0250,283.08,199.15,172.33,4.91,28.14,29.44,2.76,0.0
20160918:0350,451.33,362.91,226.45,7.56,40.55,30.51,2.46,0.0
20160918:0450,580.9,520.67,256.04,9.78,51.75,31.58,2.15,0.0
20160918:0550,636.91,571.35,299.7,10.92,60.25,32.65,1.85,0.0
20160918:0650,635.03,545.37,335.79,11.05,63.26,33.08,1.3,0.0
20160918:0750,617.58,554.3,311.76,10.79,59.11,33.51,0.74,0.0
20160918:0850,559.32,521.16,263.93,9.73,49.98,33.94,0.19,0.0
20160918:0950,462.17,420.88,210.98,7.82,38.5,33.47,0.34,0.0
20160918:1050,292.7,228.3,169.64,5.0,25.97,32.99,0.5,0.0
20160918:1150,108.05,71.14,95.58,2.17,12.97,32.52,0.65,0.0
20160918:1250,0.0,0.0,0.0,0.0,-0.18,31.04,1.03,0.0
20160918:1350,0.0,0.0,0.0,0.0,0.0,29.56,1.4,0.0
20160918:1450,0.0,0.0,0.0,0.0,0.0,28.08,1.78,0.0
20160918:1550,0.0,0.0,0.0,0.0,0.0,27.51,1.77,0.0
20160918:1650,0.0,0.0,0.0,0.0,0.0,26.94,1.75,0.0
20160918:1750,0.0,0.0,0.0,0.0,0.0,26.37,1.74,0.0
20160918:1850,0.0,0.0,0.0,0.0,0.0,25.99,1.69,0.0
20160918:1950,0.0,0.0,0.0,0.0,0.0,25.61,1.65,0.0
20160918:2050,0.0,0.0,0.0,0.0,0.0,25.24,1.6,0.0
20160918:2150,0.0,0.0,0.0,0.0,0.0,25.05,1.47,0.0
20160918:2250,0.0,0.0,0.0,0.0,0.0,24.87,1.33,0.0
20160918:2350,0.0,0.0,0.0,0.0,0.0,24.69,1.2,0.0
20160919:0050,0.0,0.0,0.0,0.0,1.95,26.15,1.2,0.0
20160919:0150,105.14,65.81,91.89,2.19,15.09,27.62,1.21,0.0
20160919:0250,288.32,215.66,165.55,4.99,28.01,29.08,1.21,0.0
20160919:0350,459.33,399.92,210.08,7.75,40.39,30.29,0.96,0.0
20160919:0450,581.81,562.86,235.14,9.97,51.53,31.49,0.7,0.0
20160919:0550,648.78,667.37,251.38,11.38,59.94,32.69,0.44,0.0
20160919:0650,679.21,705.66,256.97,11.86,62.87,33.2,0.82,0.0
20160919:0750,671.74,712.0,230.62,11.55,58.72,33.7,1.2,0.0
20160919:0850,597.82,593.61,227.21,10.06,49.64,34.21,1.59,0.0
20160919:0950,467.14,418.68,210.37,7.75,38.2,33.72,1.41,0.0
20160919:1050,298.68,239.21,164.67,5.03,25.69,33.23,1.24,0.0
20160919:1150,104.12,66.51,94.55,2.09,12.7,32.74,1.06,0.0
20160919:1250,0.0,0.0,0.0,0.0,-0.44,31.26,1.43,0.0
20160919:1350,0.0,0.0,0.0,0.0,0.0,29.77,1.81,0.0
20160919:1450,0.0,0.0,0.0,0.0,0.0,28.29,2.18,0.0
20160919:1550,0.0,0.0,0.0,0.0,0.0,27.68,2.13,0.0
20160919:1650,0.0,0.0,0.0,0.0,0.0,27.06,2.09,0.0
20160919:1750,0.0,0.0,0.0,0.0,0.0,26.45,2.04,0.0
20160919:1850,0.0,0.0,0.0,0.0,0.0,26.11,1.97,0.0
20160919:1950,0.0,0.0,0.0,0.0,0.0,25.77,1.9,0.0
20160919:2050,0.0,0.0,0.0,0.0,0.0,25.43,1.83,0.0
20160919:2150,0.0,0.0,0.0,0.0,0.0,25.27,1.83,0.0
20160919:2250,0.0,0.0,0.0,0.0,0.0,25.1,1.82,0.0
20160919:2350,0.0,0.0,0.0,0.0,0.0,24.94,1.81,0.0
20160920:0050,0.0,0.0,0.0,0.0,1.85,26.54,1.47,0.0
20160920:0150,104.26,65.71,91.13,2.16,14.98,28.15,1.14,0.0
20160920:0250,291.99,228.1,160.51,5.04,27.89,29.75,0.8,0.0
20160920:0350,453.6,392.17,214.32,7.68,40.22,31.38,0.86,0.0
20160920:0450,569.78,530.86,252.21,9.78,51.31,33.01,0.92,0.0
20160920:0550,650.41,667.81,250.82,11.34,59.62,34.65,0.98,0.0
20160920:0650,679.74,705.02,257.46,11.82,62.48,34.99,1.28,0.0
20160920:0750,670.96,710.35,232.17,11.5,58.34,35.33,1.58,0.0
20160920:0850,584.36,559.95,243.49,9.84,49.3,35.67,1.88,0.0
20160920:0950,451.49,385.65,223.91,7.51,37.89,35.0,1.64,0.0
20160920:1050,294.98,237.68,163.02,4.96,25.41,34.34,1.4,0.0
20160920:1150,105.71,73.4,91.54,2.1,12.43,33.67,1.16,0.0
20160920:1250,0.0,0.0,0.0,0.0,-0.71,31.82,1.14,0.0
20160920:1350,0.0,0.0,0.0,0.0,0.0,29.97,1.11,0.0
20160920:1450,0.0,0.0,0.0,0.0,0.0,28.12,1.09,0.0
20160920:1550,0.0,0.0,0.0,0.0,0.0,27.65,1.31,0.0
20160920:1650,0.0,0.0,0.0,0.0,0.0,27.18,1.54,0.0
20160920:1750,0.0,0.0,0.0,0.0,0.0,26.71,1.77,0.0
20160920:1850,0.0,0.0,0.0,0.0,0.0,26.39,1.62,0.0
20160920:1950,0.0,0.0,0.0,0.0,0.0,26.08,1.47,0.0
20160920:2050,0.0,0.0,0.0,0.0,0.0,25.76,1.32,0.0
20160920:2150,0.0,0.0,0.0,0.0,0.0,25.69,1.54,0.0
20160920:2250,0.0,0.0,0.0,0.0,0.0,25.61,1.75,0.0
20160920:2350,0.0,0.0,0.0,0.0,0.0,25.53,1.96,0.0
20160921:0050,0.0,0.0,0.0,0.0,1.74,26.96,2.6,0.0
20160921:0150,103.29,64.54,90.32,2.12,14.87,28.4,3.24,0.0
20160921:0250,289.56,211.3,167.06,4.91,27.76,29.83,3.88,0.0
20160921:0350,467.72,392.07,213.72,7.64,40.06,30.82,3.71,0.0
20160921:0450,593.54,530.99,251.65,9.74,51.08,31.81,3.54,0.0
20160921:0550,682.3,667.11,251.3,11.3,59.31,32.81,3.37,0.0
20160921:0650,707.47,704.38,256.88,11.76,62.08,32.66,2.99,0.0
20160921:0750,679.48,670.08,252.83,11.26,57.95,32.51,2.61,0.0
20160921:0850,603.11,579.62,232.04,9.88,48.96,32.37,2.23,0.0
20160921:0950,478.71,430.28,202.51,7.71,37.59,31.72,2.14,0.0
20160921:1050,297.29,230.34,165.14,4.88,25.12,31.06,2.04,0.0
20160921:1150,104.5,69.87,90.61,2.04,12.16,30.41,1.94,0.0
20160921:1250,0.0,0.0,0.0,0.0,-0.98,29.49,2.46,0.0
20160921:1350,0.0,0.0,0.0,0.0,0.0,28.57,2.97,0.0
20160921:1450,0.0,0.0,0.0,0.0,0.0,27.65,3.49,0.0
20160921:1550,0.0,0.0,0.0,0.0,0.0,27.38,3.71,0.0
20160921:1650,0.0,0.0,0.0,0.0,0.0,27.1,3.92,0.0
20160921:1750,0.0,0.0,0.0,0.0,0.0,26.83,4.14,0.0
20160921:1850,0.0,0.0,0.0,0.0,0.0,26.61,4.27,0.0
20160921:1950,0.0,0.0,0.0,0.0,0.0,26.39,4.4,0.0
20160921:2050,0.0,0.0,0.0,0.0,0.0,26.17,4.54,0.0
20160921:2150,0.0,0.0,0.0,0.0,0.0,26.06,4.47,0.0
20160921:2250,0.0,0.0,0.0,0.0,0.0,25.95,4.41,0.0
20160921:2350,0.0,0.0,0.0,0.0,0.0,25.84,4.34,0.0
20160922:0050,0.0,0.0,0.0,0.0,1.64,26.46,4.64,0.0
20160922:0150,93.28,46.45,92.34,1.91,14.75,27.08,4.93,0.0
20160922:0250,285.7,195.34,172.52,4.77,27.63,27.69,5.23,0.0
20160922:0350,467.56,369.7,224.44,7.49,39.89,28.28,4.71,0.0
20160922:0450,570.36,443.53,291.49,9.22,50.85,28.86,4.2,0.0
20160922:0550,508.85,256.4,403.77,8.66,58.99,29.44,3.68,0.0
20160922:0650,381.97,87.4,407.44,6.9,61.69,29.1,3.28,0.0
20160922:0750,530.47,295.36,396.5,8.94,57.57,28.76,2.87,0.0
20160922:0850,623.87,599.48,221.54,9.93,48.62,28.42,2.47,0.0
20160922:0950,477.1,405.03,213.46,7.53,37.28,28.26,2.28,0.0
20160922:1050,296.97,224.07,165.23,4.78,24.84,28.1,2.09,0.0
20160922:1150,96.01,56.6,89.67,1.87,11.89,27.94,1.9,0.0
20160922:1250,0.0,0.0,0.0,0.0,0.0,27.29,1.83,0.0
20160922:1350,0.0,0.0,0.0,0.0,0.0,26.63,1.75,0.0
20160922:1450,0.0,0.0,0.0,0.0,0.0,25.97,1.67,0.0
20160922:1550,0.0,0.0,0.0,0.0,0.0,25.56,1.72,0.0
20160922:1650,0.0,0.0,0.0,0.0,0.0,25.15,1.77,0.0
20160922:1750,0.0,0.0,0.0,0.0,0.0,24.74,1.82,0.0
20160922:1850,0.0,0.0,0.0,0.0,0.0,24.45,1.69,0.0
20160922:1950,0.0,0.0,0.0,0.0,0.0,24.16,1.56,0.0
20160922:2050,0.0,0.0,0.0,0.0,0.0,23.88,1.43,0.0
20160922:2150,0.0,0.0,0.0,0.0,0.0,23.73,1.31,0.0
20160922:2250,0.0,0.0,0.0,0.0,0.0,23.58,1.2,0.0
20160922:2350,0.0,0.0,0.0,0.0,0.0,23.43,1.08,0.0
20160923:0050,0.0,0.0,0.0,0.0,1.53,24.67,1.09,0.0
20160923:0150,102.76,63.16,89.69,2.06,14.64,25.92,1.09,0.0
20160923:0250,296.68,228.88,159.66,4.96,27.49,27.16,1.1,0.0
20160923:0350,461.42,391.86,214.61,7.58,39.72,28.56,1.06,0.0
20160923:0450,586.83,551.54,241.9,9.78,50.62,29.95,1.01,0.0
20160923:0550,665.2,679.32,245.25,11.29,58.66,31.34,0.97,0.0
20160923:0650,694.47,730.44,242.65,11.81,61.3,31.27,0.94,0.0
20160923:0750,677.33,719.1,225.33,11.4,57.18,31.19,0.91,0.0
20160923:0850,599.07,597.65,222.02,9.88,48.28,31.11,0.88,0.0
20160923:0950,464.98,418.97,205.2,7.54,36.98,30.9,0.6,0.0
20160923:1050,294.9,240.06,157.48,4.82,24.56,30.68,0.32,0.0
20160923:1150,96.38,62.48,87.63,1.89,11.62,30.47,0.04,0.0
20160923:1250,0.0,0.0,0.0,0.0,0.0,29.16,0.49,0.0
20160923:1350,0.0,0.0,0.0,0.0,0.0,27.85,0.94,0.0
20160923:1450,0.0,0.0,0.0,0.0,0.0,26.54,1.39,0.0
20160923:1550,0.0,0.0,0.0,0.0,0.0,26.15,1.42,0.0
20160923:1650,0.0,0.0,0.0,0.0,0.0,25.76,1.44,0.0
20160923:1750,0.0,0.0,0.0,0.0,0.0,25.38,1.46,0.0
20160923:1850,0.0,0.0,0.0,0.0,0.0,25.13,1.51,0.0
20160923:1950,0.0,0.0,0.0,0.0,0.0,24.89,1.55,0.0
20160923:2050,0.0,0.0,0.0,0.0,0.0,24.65,1.6,0.0
20160923:2150,0.0,0.0,0.0,0.0,0.0,24.48,1.5,0.0
20160923:2250,0.0,0.0,0.0,0.0,0.0,24.31,1.4,0.0
20160923:2350,0.0,0.0,0.0,0.0,0.0,24.14,1.3,0.0
20160924:0050,0.0,0.0,0.0,0.0,1.42,25.33,1.85,0.0
20160924:0150,102.1,61.88,89.81,2.04,14.53,26.52,2.4,0.0
20160924:0250,288.98,207.22,167.91,4.8,27.36,27.71,2.95,0.0
20160924:0350,460.95,370.36,223.29,7.42,39.55,28.3,2.78,0.0
20160924:0450,596.19,531.36,251.02,9.63,50.38,28.89,2.6,0.0
20160924:0550,672.87,628.56,271.59,11.0,58.34,29.48,2.43,0.0
20160924:0650,704.86,702.44,257.31,11.63,60.9,29.39,1.78,0.0
20160924:0750,678.81,692.17,239.06,11.22,56.79,29.31,1.13,0.0
20160924:0850,594.7,585.39,226.4,9.76,47.93,29.23,0.48,0.0
20160924:0950,465.25,408.55,208.41,7.43,36.67,28.95,0.71,0.0
20160924:1050,286.87,215.98,164.65,4.63,24.28,28.68,0.94,0.0
20160924:1150,104.08,76.07,84.35,1.95,11.35,28.41,1.17,0.0
20160924:1250,0.0,0.0,0.0,0.0,0.0,27.93,1.16,0.0
20160924:1350,0.0,0.0,0.0,0.0,0.0,27.44,1.14,0.0
20160924:1450,0.0,0.0,0.0,0.0,0.0,26.96,1.13,0.0
20160924:1550,0.0,0.0,0.0,0.0,0.0,26.47,1.22,0.0
20160924:1650,0.0,0.0,0.0,0.0,0.0,25.99,1.31,0.0
20160924:1750,0.0,0.0,0.0,0.0,0.0,25.5,1.41,0.0
20160924:1850,0.0,0.0,0.0,0.0,0.0,25.3,1.64,0.0
20160924:1950,0.0,0.0,0.0,0.0,0.0,25.1,1.87,0.0
20160924:2050,0.0,0.0,0.0,0.0,0.0,24.9,2.1,0.0
20160924:2150,0.0,0.0,0.0,0.0,0.0,24.77,2.11,0.0
20160924:2250,0.0,0.0,0.0,0.0,0.0,24.64,2.12,0.0
20160924:2350,0.0,0.0,0.0,0.0,0.0,24.52,2.14,0.0
20160925:0050,0.0,0.0,0.0,0.0,1.31,25.24,2.0,0.0
20160925:0150,101.54,61.65,89.03,2.01,14.41,25.96,1.85,0.0
20160925:0250,288.27,207.67,167.29,4.77,27.22,26.68,1.71,0.0
20160925:0350,457.52,370.12,223.72,7.39,39.37,27.51,1.59,0.0
20160925:0450,588.86,530.34,252.53,9.61,50.14,28.34,1.46,0.0
20160925:0550,637.04,557.95,304.73,10.59,58.01,29.17,1.34,0.0
20160925:0650,683.7,661.59,277.71,11.38,60.51,29.31,1.17,0.0
20160925:0750,656.19,628.08,271.54,10.86,56.4,29.44,1.01,0.0
20160925:0850,567.65,499.8,266.75,9.28,47.59,29.57,0.84,0.0
20160925:0950,443.81,361.63,227.35,7.13,36.36,29.57,0.73,0.0
20160925:1050,224.02,116.1,184.61,3.85,23.99,29.56,0.62,0.0
20160925:1150,76.86,38.1,82.61,1.56,11.08,29.56,0.51,0.0
20160925:1250,0.0,0.0,0.0,0.0,0.0,28.62,0.68,0.0
20160925:1350,0.0,0.0,0.0,0.0,0.0,27.68,0.85,0.0
20160925:1450,0.0,0.0,0.0,0.0,0.0,26.74,1.02,0.0
20160925:1550,0.0,0.0,0.0,0.0,0.0,26.1,1.17,0.0
20160925:1650,0.0,0.0,0.0,0.0,0.0,25.45,1.31,0.0
20160925:1750,0.0,0.0,0.0,0.0,0.0,24.81,1.46,0.0
20160925:1850,0.0,0.0,0.0,0.0,0.0,24.53,1.48,0.0
20160925:1950,0.0,0.0,0.0,0.0,0.0,24.26,1.49,0.0
20160925:2050,0.0,0.0,0.0,0.0,0.0,23.99,1.5,0.0
20160925:2150,0.0,0.0,0.0,0.0,0.0,23.92,1.46,0.0
20160925:2250,0.0,0.0,0.0,0.0,0.0,23.85,1.41,0.0
20160925:2350,0.0,0.0,0.0,0.0,0.0,23.78,1.37,0.0
20160926:0050,0.0,0.0,0.0,0.0,1.2,25.05,1.64,0.0
20160926:0150,99.78,60.29,88.16,1.97,14.29,26.33,1.92,0.0
20160926:0250,287.61,206.99,167.61,4.74,27.08,27.6,2.19,0.0
20160926:0350,455.03,363.04,226.89,7.32,39.19,28.34,2.07,0.0
20160926:0450,571.06,480.15,274.68,9.29,49.9,29.08,1.94,0.0
20160926:0550,574.96,402.95,364.62,9.63,57.68,29.83,1.82,0.0
20160926:0650,669.25,611.18,301.52,11.08,60.11,30.34,1.66,0.0
20160926:0750,665.15,651.57,259.14,10.93,56.02,30.85,1.51,0.0
20160926:0850,584.87,548.87,243.16,9.48,47.24,31.36,1.35,0.0
20160926:0950,460.35,405.1,207.23,7.31,36.05,31.05,1.22,0.0
20160926:1050,286.35,224.55,159.07,4.59,23.71,30.73,1.09,0.0
20160926:1150,85.36,51.76,82.5,1.67,10.81,30.42,0.95,0.0
20160926:1250,0.0,0.0,0.0,0.0,0.0,28.91,1.19,0.0
20160926:1350,0.0,0.0,0.0,0.0,0.0,27.4,1.42,0.0
20160926:1450,0.0,0.0,0.0,0.0,0.0,25.89,1.66,0.0
20160926:1550,0.0,0.0,0.0,0.0,0.0,25.46,1.63,0.0
20160926:1650,0.0,0.0,0.0,0.0,0.0,25.03,1.6,0.0
20160926:1750,0.0,0.0,0.0,0.0,0.0,24.6,1.57,0.0
20160926:1850,0.0,0.0,0.0,0.0,0.0,24.4,1.53,0.0
20160926:1950,0.0,0.0,0.0,0.0,0.0,24.2,1.49,0.0
20160926:2050,0.0,0.0,0.0,0.0,0.0,24.0,1.45,0.0
20160926:2150,0.0,0.0,0.0,0.0,0.0,23.85,1.55,0.0
20160926:2250,0.0,0.0,0.0,0.0,0.0,23.7,1.65,0.0
20160926:2350,0.0,0.0,0.0,0.0,0.0,23.55,1.75,0.0
20160927:0050,0.0,0.0,0.0,0.0,0.0,25.07,1.89,0.0
20160927:0150,98.84,58.88,88.25,1.94,14.17,26.6,2.04,0.0
20160927:0250,293.18,219.97,162.69,4.8,26.94,28.12,2.18,0.0
